id,generic_name,brand_name,manufacturer,category,subcategory,ndc,price,dosage_form,dosage,description,gene_interactions,stock
39,Cacycline,Lupcacycline,Lupin,Dermatological,Corticosteroid,81904-391-86,58.02,Inhalation Powder,"100 mcg/dose Inhalation Powder, 90 doses per inhaler. Typical dosing: twice daily.","cacycline is used in the treatment of conditions requiring dermatological therapy.

Mechanism of Action: cacycline works by inhibiting key enzymes in pathological processes.

Pharmacokinetics: Bioavailability is approximately 60-80% after oral administration. Accumulates in adipose tissue due to lipophilic properties. Subject to minimal metabolism, with most of the drug excreted unchanged. Short half-life of 2-4 hours requiring multiple daily dosing.

Contraindications: Severe hepatic impairment; Severe renal impairment; Hypersensitivity to the active substance or any of the excipients; Pregnancy and lactation.

Common Adverse Effects: Fatigue, Pruritus, Nausea, Rash, Diarrhea, Vomiting.",,518
40,Esprofen,Astesprofen,AstraZeneca,Antiparasitic,Antimalarial,31328-919-51,86.38,Buccal Tablet,"100 mg Buccal Tablet, 28 Buccal Tablets per bottle. Typical dosing: once daily.","esprofen is a antimalarial medication classified under antiparasitic drugs.

Mechanism of Action: esprofen works by binding to specific receptors in target tissues.

Pharmacokinetics: Absorption is pH-dependent, optimized in acidic environment. Moderately protein-bound (approximately 60-80%). Primarily metabolized by CYP2D6 with genetic polymorphisms affecting rate of metabolism. Short half-life of 2-4 hours requiring multiple daily dosing.

Contraindications: Severe renal impairment; Hypersensitivity to the active substance or any of the excipients; Severe hepatic impairment; Pregnancy and lactation.

Common Adverse Effects: Nausea, Dizziness, Fatigue, Headache, Abdominal pain, Rash.","MTHFR,HLA-B*1502",653
41,Dimycin,dimycin Sodium,Dr. Reddy's,Ophthalmological,Lubricant,51287-848-58,67.24,Buccal Tablet,"20 mg Buccal Tablet, 120 Buccal Tablets per bottle. Typical dosing: twice daily.","dimycin is used in the treatment of conditions requiring ophthalmological therapy.

Mechanism of Action: dimycin works by binding to specific receptors in target tissues.

Pharmacokinetics: Well absorbed through transdermal application. Accumulates in adipose tissue due to lipophilic properties. Undergoes conjugation reactions in the liver. Short half-life of 2-4 hours requiring multiple daily dosing.

Contraindications: Pregnancy and lactation; Hypersensitivity to the active substance or any of the excipients; Severe renal impairment; Severe hepatic impairment.

Common Adverse Effects: Headache, Pruritus, Diarrhea, Vomiting, Rash, Nausea.",,426
42,Suafil,suafil,Mankind Pharma,Dermatological,Emollient,87199-844-91,93.21,Topical Ointment,"0.025 % Topical Ointment, 15 g tube. Typical dosing: once daily.","suafil belongs to the class of emollient agents within the dermatological category.

Mechanism of Action: suafil works by inhibiting key enzymes in pathological processes.

Pharmacokinetics: Absorption is pH-dependent, optimized in acidic environment. Low protein binding (<30%). Subject to minimal metabolism, with most of the drug excreted unchanged. Elimination rate depends on hepatic function.

Contraindications: Hypersensitivity to the active substance or any of the excipients; Severe hepatic impairment; Pregnancy and lactation.

Common Adverse Effects: Abdominal pain, Vomiting, Diarrhea, Nausea, Dizziness, Pruritus, Fatigue.",,386
43,Inprazole,inprazole,Piramal Healthcare,Ophthalmological,Lubricant,78265-542-57,47.37,Capsule,"500 mcg Capsule, 10 Capsules per bottle. Typical dosing: once daily.","inprazole belongs to the class of lubricant agents within the ophthalmological category.

Mechanism of Action: inprazole works by inhibiting key enzymes in pathological processes.

Pharmacokinetics: Absorption is pH-dependent, optimized in acidic environment. Widely distributed throughout body tissues. Subject to minimal metabolism, with most of the drug excreted unchanged. Clearance is reduced in patients with renal impairment.

Contraindications: Severe hepatic impairment; Pregnancy and lactation; Hypersensitivity to the active substance or any of the excipients; Severe renal impairment.

Common Adverse Effects: Rash, Nausea, Vomiting, Abdominal pain.",,179
44,Moterol,GS-moterol,Gilead Sciences,Respiratory,Expectorant,77281-270-46,183.37,Syrup,"400 mg/5mL Syrup, 60 mL bottle. Typical dosing: twice daily.","moterol helps reduce inflammation and bronchospasm in the airways, improving breathing in patients with respiratory conditions.

Mechanism of Action: moterol works by antagonizing histamine H1 receptors, reducing allergic responses.

Pharmacokinetics: Slowly absorbed after oral administration. Low protein binding (<30%). Metabolized to active metabolites that contribute to the therapeutic effect. Terminal half-life of approximately 12-24 hours.

Contraindications: Severe hepatic impairment; Severe COPD with respiratory insufficiency; Status asthmaticus; Untreated fungal infections of the respiratory tract; Severe renal impairment.

Common Adverse Effects: Nausea, Pruritus, Cough, Rash.",,618
45,Dioxacin,ZC-dioxacin D,Zydus Cadila,Antibiotic,Penicillin,80477-470-11,11.53,Oral Suspension,"20.0 mg/mL Oral Suspension, 60 mL bottle. Typical dosing: three times daily.","dioxacin is indicated for the treatment of infections caused by susceptible strains of designated microorganisms.

Mechanism of Action: dioxacin works by disrupting bacterial cell membrane integrity, leading to cell death.

Pharmacokinetics: Bioavailability is approximately 60-80% after oral administration. Moderately protein-bound (approximately 60-80%). Metabolized through multiple pathways with no single dominant route. Elimination rate depends on hepatic function.

Contraindications: History of antibiotic-associated colitis; Severe hepatic impairment; Pregnancy and lactation; Known bacterial resistance.

Common Adverse Effects: Tooth discoloration, Rash, Antibiotic-associated diarrhea, Vomiting, Pruritus, Headache, Photosensitivity.","CYP1A2,CFTR,CYP2C19",505
46,Siracil,siracil,GlaxoSmithKline,Ophthalmological,Antiglaucoma,74059-206-37,76.53,Topical Gel,"10.0 % Topical Gel, 60 g tube. Typical dosing: as directed by physician.","siracil is a antiglaucoma medication classified under ophthalmological drugs.

Mechanism of Action: siracil works by counteracting pathological changes in tissue function.

Pharmacokinetics: Absorption is reduced when taken with food. Moderately protein-bound (approximately 60-80%). Subject to minimal metabolism, with most of the drug excreted unchanged. Eliminated primarily via renal excretion of unchanged drug.

Contraindications: Severe hepatic impairment; Hypersensitivity to the active substance or any of the excipients; Pregnancy and lactation; Severe renal impairment.

Common Adverse Effects: Vomiting, Pruritus, Nausea, Headache, Fatigue, Rash, Diarrhea.",,515
47,Nogliptin,nogliptin Sodium,Alembic Pharmaceuticals,Dermatological,Keratolytic,85338-180-90,27.11,Tablet,"2.0 g Tablet, 60 Tablets per bottle. Typical dosing: three times daily.","nogliptin belongs to the class of keratolytic agents within the dermatological category.

Mechanism of Action: nogliptin works by binding to specific receptors in target tissues.

Pharmacokinetics: Rapidly absorbed from the gastrointestinal tract. Accumulates in adipose tissue due to lipophilic properties. Metabolized through multiple pathways with no single dominant route. Short half-life of 2-4 hours requiring multiple daily dosing.

Contraindications: Severe hepatic impairment; Severe renal impairment; Hypersensitivity to the active substance or any of the excipients; Pregnancy and lactation.

Common Adverse Effects: Abdominal pain, Nausea, Dizziness, Vomiting, Rash, Fatigue.",,677
48,Diazine,diazine Maleate,Teva Pharmaceutical,Immunological,Immunosuppressant,95705-652-70,110.37,Rectal Suppository,"10 mg Rectal Suppository, 30 units per package. Typical dosing: three times daily.","diazine is a immunosuppressant medication classified under immunological drugs.

Mechanism of Action: diazine works by enhancing physiological defense mechanisms.

Pharmacokinetics: Absorption is enhanced when taken with food. Moderately protein-bound (approximately 60-80%). Undergoes conjugation reactions in the liver. Terminal half-life of approximately 12-24 hours.

Contraindications: Severe renal impairment; Severe hepatic impairment; Pregnancy and lactation; Hypersensitivity to the active substance or any of the excipients.

Common Adverse Effects: Vomiting, Diarrhea, Nausea, Pruritus, Fatigue, Rash, Dizziness.",,635
49,Fiparib,fiparib CR,GlaxoSmithKline,Dermatological,Antipsoriatic,76104-177-51,43.58,Topical Ointment,"1.0 % Topical Ointment, 100 g tube. Typical dosing: once daily.","fiparib is a antipsoriatic medication classified under dermatological drugs.

Mechanism of Action: fiparib works by enhancing physiological defense mechanisms.

Pharmacokinetics: Slowly absorbed after oral administration. Highly protein-bound (approximately 90-95%). Metabolized to active metabolites that contribute to the therapeutic effect. Eliminated through both renal and biliary routes.

Contraindications: Pregnancy and lactation; Hypersensitivity to the active substance or any of the excipients; Severe hepatic impairment; Severe renal impairment.

Common Adverse Effects: Vomiting, Headache, Abdominal pain, Pruritus, Diarrhea, Dizziness.",,410
50,Hetoin,Amghetoin Calcium,Amgen,Nutritional,Mineral,20553-997-39,56.54,Ophthalmic Solution,"0.05 % Ophthalmic Solution, 240 mL bottle. Typical dosing: once daily.","hetoin is used in the treatment of conditions requiring nutritional therapy.

Mechanism of Action: hetoin works by counteracting pathological changes in tissue function.

Pharmacokinetics: Well absorbed through transdermal application. Crosses the blood-brain barrier. Undergoes conjugation reactions in the liver. Clearance is reduced in patients with renal impairment.

Contraindications: Severe hepatic impairment; Severe renal impairment; Pregnancy and lactation; Hypersensitivity to the active substance or any of the excipients.

Common Adverse Effects: Abdominal pain, Fatigue, Vomiting, Pruritus, Nausea, Headache.",CFTR,274
51,Neglitazone,neglitazone D,Baxter International,Antidiabetic,GLP-1 Receptor Agonist,85329-593-38,215.27,Drops,"0.5 mg Drops, 10 units per package. Typical dosing: twice daily.","neglitazone improves insulin sensitivity and reduces hepatic glucose production, leading to better glycemic control.

Mechanism of Action: neglitazone works by stimulating insulin release from pancreatic beta cells.

Pharmacokinetics: Absorption is enhanced when taken with food. Highly protein-bound (approximately 90-95%). Undergoes conjugation reactions in the liver. Elimination rate depends on hepatic function.

Contraindications: Severe hepatic impairment; Acute or chronic metabolic acidosis; Pregnancy and lactation; Type 1 diabetes mellitus (for certain antidiabetic classes).

Common Adverse Effects: Pruritus, Lactic acidosis, Peripheral edema, Fatigue, Abdominal pain.",CYP2E1,448
52,Dosemide,dosemide Phosphate,Dr. Reddy's,Dermatological,Keratolytic,24923-749-94,97.76,Buccal Tablet,"20.0 mg Buccal Tablet, 10 Buccal Tablets per bottle. Typical dosing: as directed by physician.","dosemide is a keratolytic medication classified under dermatological drugs.

Mechanism of Action: dosemide works by counteracting pathological changes in tissue function.

Pharmacokinetics: Absorption is reduced when taken with food. Does not significantly penetrate the blood-brain barrier. Extensively metabolized in the liver via CYP450 enzymes, primarily CYP3A4. Short half-life of 2-4 hours requiring multiple daily dosing.

Contraindications: Hypersensitivity to the active substance or any of the excipients; Severe hepatic impairment; Severe renal impairment.

Common Adverse Effects: Pruritus, Vomiting, Dizziness, Nausea.",HLA-B*1502,406
